chr	start	end	score
3	60750000	61550000	-0.041431019959
3	61550000	62200000	-0.475976440033
3	62200000	62600000	-0.511369237349
3	62600000	63350000	-0.602051311318
3	63350000	63850000	-0.529935198689
3	63850000	64500000	-0.649074925214
3	64500000	65250000	-0.789086399644
3	65250000	65750000	-0.159000560368
3	65750000	66250000	-0.375735134087
3	66250000	66850000	-0.670301763457
3	66850000	67400000	-0.590254265005
3	67400000	67650000	-0.092181108288
3	67650000	69000000	-0.051341045189
3	69000000	69650000	-0.891100195722
3	69650000	70000000	-0.172495440398
3	70000000	71000000	-0.594632427167
3	71000000	71700000	-0.254732180552
3	71700000	72300000	-0.8033887479
3	72300000	72850000	0.052323561338
3	72850000	73500000	-0.53629443929
3	73500000	73850000	-0.267478432452
3	73850000	75650000	-0.436133631393
3	75650000	76050000	-0.538521050748
3	76050000	76650000	-0.060102798379
3	76650000	77300000	-0.227142478646
3	77300000	78200000	-0.391564802705
3	78200000	78650000	-0.075001980354
3	78650000	79000000	-0.659221918823
3	79000000	79500000	-0.20166613474
3	79500000	80700000	-0.664064531236
3	80700000	82150000	-0.376449969099
3	82150000	83550000	-0.13503489903
3	83550000	83950000	-0.38853240871
3	83950000	84550000	-0.085892355154
3	84550000	85600000	-0.05764584436
3	85600000	86700000	-0.484115280174
3	86700000	87250000	-0.373303825011
3	87250000	88200000	-0.26976146666
3	88200000	89100000	-0.848027355367
3	89100000	91550000	-0.265783007362
3	91550000	94100000	-1.262467744927
3	94100000	96300000	-0.80253001117
3	96300000	96800000	-0.35436888149
3	96800000	97750000	-0.592696481025
3	97750000	98600000	-0.637262213471
3	98600000	99000000	-0.595216346594
3	99000000	99800000	-0.55913630557
3	99800000	100300000	-0.808241803151
3	100300000	102250000	-0.547071616182
3	102250000	102550000	-0.428538330217
3	102550000	103300000	-0.465806759924
3	103300000	104600000	0.025270168337
3	104600000	105350000	-0.330372523617
3	105350000	106600000	-0.625888436151
3	106600000	107200000	-0.229555555465
3	107200000	108500000	-0.785209784231
3	108500000	110350000	-0.617851768628
3	110350000	110850000	-0.156697431055
3	110850000	111550000	-0.329483028713
3	111550000	112100000	-0.768772656541
3	112100000	112550000	-0.796799953197
3	112550000	113000000	-0.530426575721
3	113000000	113300000	-0.523615647893
3	113300000	113700000	-0.134434658111
3	113700000	114350000	-0.547381019821
3	114350000	114800000	-0.502954286505
3	114800000	115200000	-0.282525315114
3	115200000	116850000	-0.36727742638600003
3	116850000	117550000	-0.24249143157
3	117550000	118850000	-0.11624721586
3	118850000	119250000	-0.629464919959
3	119250000	119800000	-0.437402180684
3	119800000	120200000	-0.493551424933
3	120200000	120600000	-0.375807535109
3	120600000	121550000	-0.475421425036
3	121550000	122400000	-0.733863769487
3	122400000	122750000	-0.696301386816
3	122750000	123250000	-0.3849000102
3	123250000	123600000	-0.389308664981
3	123600000	125600000	-0.80639930514
3	125600000	125950000	-0.669754565133
3	125950000	126650000	-0.432133316156
3	126650000	127000000	-0.56555649374
3	127000000	127550000	0.094376034123
3	127550000	128150000	-0.643508945406
3	128150000	128650000	-0.44856999823
3	128650000	128850000	-0.419159691149
3	128850000	129300000	-0.19346467497
3	129300000	130150000	-0.356051085581
3	130150000	131000000	-0.623708950053
3	131000000	131500000	-0.532218899287
3	131500000	132750000	0.005539882455
3	132750000	133400000	-0.743636785542
3	133400000	133800000	-0.36104543801
3	133800000	134200000	-0.120486920302
3	134200000	134500000	-0.285308608023
3	134500000	135500000	-0.661937952468
3	135500000	136050000	0.170128061511
3	136050000	136750000	-0.56075448644
3	136750000	137050000	-0.444651232162
3	137050000	138000000	-0.709927891905
3	138000000	138450000	-0.687848092704
3	138450000	138950000	-0.38693158626
3	138950000	139350000	-0.301326778694
3	139350000	139950000	-0.622008762786
3	139950000	140900000	-0.069455600272
3	140900000	141300000	-0.445876818563
3	141300000	141950000	-0.564395529153
3	141950000	142550000	-0.091949039525
3	142550000	143000000	-0.246013300257
3	143000000	143750000	-0.640692746439
3	143750000	144750000	-0.549619635068
3	144750000	145750000	0.120127916151
3	145750000	146050000	-0.312342039719
3	146050000	146650000	-0.154549642813
3	146650000	148100000	-0.540939485135
3	148100000	148350000	-0.239321597138
3	148350000	148950000	-0.138304041714
3	148950000	149300000	-0.613709464727
3	149300000	149900000	-0.172849275239
3	149900000	150550000	-0.415161942101
3	150550000	151150000	-0.479133956327
3	151150000	151300000	-0.372339008241
3	151300000	151950000	-0.300513722383
3	151950000	152450000	-0.358142687687
3	152450000	153000000	-0.471253212442
3	153000000	154000000	-0.649736204381
3	154000000	154300000	-0.535300800228
3	154300000	154750000	-0.392569793313
3	154750000	155350000	0.10487771778
3	155350000	155950000	-0.431086593832
3	155950000	156550000	-0.634616596608
3	156550000	157150000	-0.280322058195
3	157150000	157500000	-0.718833737466
3	157500000	159250000	-0.506511186796
3	159250000	159800000	-0.396147255902
3	159800000	161450000	-0.372699496457
3	161450000	161850000	-0.798727245949
3	161850000	163050000	-0.21641743319
3	163050000	163500000	-0.20153878578
3	163500000	163950000	-0.02123814819
3	163950000	165200000	-0.296804045685
3	165200000	165900000	-0.886333871019
3	165900000	167050000	-0.315103407345
3	167050000	167350000	-0.113399767182
3	167350000	168200000	-0.593385986259
3	168200000	168850000	-0.387418695533
3	168850000	169750000	-0.523380993572
3	169750000	170400000	-0.712748052067
3	170400000	170900000	-0.411336928148
3	170900000	171600000	-0.625838087252
3	171600000	171850000	-0.332517956557
3	171850000	172350000	-0.288562165555
3	172350000	172750000	-0.423976109381
3	172750000	174100000	-0.8575984408
3	174100000	174400000	-0.114297969841
3	174400000	176450000	-0.088803228195
3	176450000	176950000	-0.605220111591
3	176950000	178400000	-0.448054884474
3	178400000	179000000	-0.76139085587
3	179000000	179650000	-0.583733687887
3	179650000	180600000	-0.760859965962
3	180600000	181300000	-0.623080518377
3	181300000	181700000	-0.069965294551
3	181700000	182250000	-0.595666391865
3	182250000	182700000	-0.095649130517
3	182700000	183450000	-0.787078422165
3	183450000	183850000	-0.431519123584
3	183850000	184350000	-0.433440256117
3	184350000	184800000	-0.475088047868
3	184800000	185950000	-0.651336527096
3	185950000	186800000	-0.696161464748
3	186800000	187200000	-0.631837249931
3	187200000	187750000	-0.36873987097100003
3	187750000	188950000	-0.904500718312
3	188950000	189250000	-0.37336833629
3	189250000	189950000	-0.556211125178
3	189950000	190700000	-0.698966612663
3	190700000	191100000	-0.321380857719
3	191100000	191400000	-0.150825607067
3	191400000	192150000	-0.334763121066
3	192150000	192450000	0.018156106407
3	192450000	192800000	-0.50856084475
3	192800000	193600000	-0.207444377701
3	193600000	194350000	-0.815214161749
3	194350000	194650000	-0.542865409563
3	194650000	195250000	-0.577592620324
3	195250000	195650000	-0.494857095323
3	195650000	196000000	-0.853451255607
3	196000000	196550000	-0.771656339316
3	196550000	197000000	-0.436711168855
3	197000000	197650000	-0.181015553109
4	700000	1000000	0.023026275911
4	1000000	1350000	0.05757335217
4	1350000	2500000	0.317913893946
4	2500000	2950000	0.206267292266
4	2950000	3500000	-0.300649302644
4	3500000	3950000	0.083900541422
4	3950000	5000000	-0.58686605446
4	5000000	5800000	-0.42705666438
4	5800000	6350000	-0.757204029646
4	6350000	6700000	0.007384300896
4	6700000	7100000	-0.331165589881
4	7100000	7700000	-0.250158596028
4	7700000	8050000	-0.226743334796
4	8050000	8600000	-0.202570321208
4	8600000	8950000	-0.002014514609
4	8950000	9700000	-0.828224061476
4	9700000	10100000	-0.413582346348
4	10100000	10600000	-0.62738178544
4	10600000	11450000	-0.835185051295
4	11450000	11750000	-0.028898346845
4	11750000	12700000	-0.689598875879
4	12700000	13650000	-0.78489075247
4	13650000	15200000	-1.240630493986
4	15200000	15450000	-0.347078682228
4	15450000	16300000	-0.578135400073
4	16300000	17500000	-0.600706252127
4	17500000	17800000	-1.199604467663
4	17800000	18650000	-0.623924214384
4	18650000	19200000	-0.759762296975
4	19200000	20250000	-0.009985818061
4	20250000	20700000	-0.802478698909
4	20700000	21500000	-0.527532911965
4	21500000	21800000	-0.542840333142
4	21800000	22400000	-0.736458973177
4	22400000	22700000	-0.42955515131
4	22700000	23700000	-0.182016970499
4	23700000	24450000	0.050389217582
4	24450000	25400000	-1.070038824225
4	25400000	26450000	-0.742959688243
4	26450000	27050000	-0.306939307633
4	27050000	27350000	-0.719231639151
4	27350000	27650000	-0.04182047187
4	27650000	28200000	-0.435855314461
4	28200000	29100000	0.122977680163
4	29100000	30250000	0.105399766578
4	30250000	30700000	-1.403394321763
4	30700000	31350000	-1.215652331052
4	31350000	31700000	-0.556066438298
4	31700000	32750000	-0.56725897748
4	32750000	33100000	-0.671622365232
4	33100000	33700000	-0.858957051489
4	33700000	34400000	-0.75971279262
4	34400000	34700000	-0.702864971047
4	34700000	35450000	-0.807613266322
4	35450000	36000000	-0.085132592789
4	36000000	36400000	-1.103337619747
4	36400000	37400000	-0.950330596786
4	37400000	38150000	-1.044219160686
4	38150000	38750000	-0.878895172254
4	38750000	39150000	-1.108254603683
4	39150000	39450000	-0.83502844056
4	39450000	40050000	-1.016837747869
4	40050000	40900000	-0.90054808153
4	40900000	41250000	-0.907261145628
4	41250000	41650000	-1.030322912224
4	41650000	41950000	-0.608678081573
4	41950000	42550000	-0.577581356408
4	42550000	42950000	-0.585739451195
4	42950000	43750000	-0.558922224906
4	43750000	44700000	-0.194402391302
4	44700000	45450000	-1.351997776485
4	45450000	46300000	-0.412147831626
4	46300000	46850000	-0.81906665404
4	46850000	47600000	-0.216271297357
4	47600000	48550000	-0.769094239799
4	48550000	49000000	-0.678487869788
4	49000000	51850000	-1.146855896223
4	51850000	53000000	-2.193819296441
4	53000000	53900000	-0.901154081293
4	53900000	54250000	-0.543225222412
4	54250000	54950000	-1.35203935919
4	54950000	55350000	-0.518806638398
4	55350000	55900000	-1.099827964776
4	55900000	56350000	-0.805843697505
4	56350000	57450000	-0.927379122316
4	57450000	59750000	-0.981167510772
4	59750000	60200000	-0.239272530559
4	60200000	61600000	-0.703627135983
4	61600000	62700000	-0.556219930674
4	62700000	64600000	-1.0985593172400001
4	64600000	66200000	-1.356717309145
4	66200000	66700000	-0.245640671339
4	66700000	67400000	-0.481505068349
4	67400000	68250000	-1.278506563021
4	68250000	69150000	-0.694189741709
4	69150000	69650000	-0.252456327139
4	69650000	70600000	-0.813720608171
4	70600000	71050000	-1.381046263061
4	71050000	71700000	-0.863067795639
4	71700000	72300000	-0.823447799834
4	72300000	73050000	-0.849216763787
4	73050000	73650000	-1.234245003031
4	73650000	74150000	-0.416071774378
4	74150000	74700000	-1.022969525692
4	74700000	75550000	-0.668392583284
4	75550000	76150000	-1.027452985906
4	76150000	76450000	-0.679505789633
4	76450000	77050000	-0.384032754636
4	77050000	77950000	-0.479302601326
4	77950000	78550000	-0.929874379922
4	78550000	78950000	-0.792252620718
4	78950000	79950000	-1.404776774286
4	79950000	80350000	-0.295816002989
4	80350000	81050000	-1.025276476081
4	81050000	81400000	-0.795118383804
4	81400000	82350000	-0.983845563097
4	82350000	83300000	-1.049068637121
4	83300000	83650000	-0.794490417941
4	83650000	84550000	-0.910452862866
4	84550000	85000000	-1.033694882041
4	85000000	85750000	-1.234350944991
4	85750000	86050000	-0.824562999975
4	86050000	86500000	-0.439027163316
4	86500000	86900000	-0.7584479669
4	86900000	87850000	-1.107967988598
4	87850000	88200000	-0.561603214056
4	88200000	88550000	-0.387745315952
4	88550000	89100000	-0.772626326698
4	89100000	89450000	-1.022858656499
4	89450000	89950000	-0.32205127664
4	89950000	90300000	-0.55092145132400006
4	90300000	91100000	-1.355437117169
4	91100000	93200000	-0.839033310151
4	93200000	93800000	-0.526590273405
4	93800000	94600000	-1.200387046222
4	94600000	95150000	-0.862636180747
4	95150000	95500000	-1.496549205569
4	95500000	96350000	-0.438161280803
4	96350000	97750000	-0.682622395145
4	97750000	98100000	-0.497318735395
4	98100000	98450000	-1.185217216512
4	98450000	99100000	-0.84293620676
4	99100000	99500000	-1.058944131634
4	99500000	101350000	-0.844318520847
4	101350000	101750000	-0.728321400243
4	101750000	102300000	-0.326920425521
4	102300000	103150000	-0.934162127598
4	103150000	104000000	-1.195039506226
4	104000000	104900000	-1.08271916192
4	104900000	105500000	-0.474967746342
4	105500000	105700000	-0.754855377984
4	105700000	106250000	-0.546820649707
4	106250000	106900000	-0.869294106612
4	106900000	107700000	0.099418438437
4	107700000	108000000	-0.810826143215
4	108000000	108650000	-0.98875818607
4	108650000	109400000	-0.986123662812
4	109400000	110000000	-1.156518182315
4	110000000	110550000	-1.100430590267
4	110550000	110950000	-1.04040531747
4	110950000	111600000	-0.115676915482
4	111600000	112050000	-0.567949787665
4	112050000	112600000	-0.9919569727
4	112600000	113350000	-0.377771081988
4	113350000	114100000	-0.725399366662
4	114100000	114400000	-0.240871870426
4	114400000	114700000	-0.780321495872
4	114700000	115050000	-0.853042715716
4	115050000	115550000	-0.303392638921
4	115550000	116050000	0.012730899983
4	116050000	117100000	-0.413451747045
4	117100000	118250000	-0.443814120779
4	118250000	119000000	-1.264982689407
4	119000000	119300000	-0.627944817486
4	119300000	119550000	-0.63425986268
4	119550000	120050000	-0.498766429452
4	120050000	120700000	-1.049903075953
4	120700000	121150000	0.268076247409
4	121150000	121850000	-0.738113634145
4	121850000	122600000	-1.150573010098
4	122600000	122950000	-0.830753986327
4	122950000	123700000	-0.907301008319
4	123700000	124300000	-0.202672306607
4	124300000	125300000	-0.970871554801
4	125300000	125750000	-1.409073291788
4	125750000	126600000	-0.276691230948
4	126600000	127550000	-0.13396400932
4	127550000	128150000	-0.616321677699
4	128150000	128900000	-0.889790864356
4	128900000	129900000	-0.908638370251
4	129900000	130350000	0.102424116459
4	130350000	131100000	-0.231947542012
4	131100000	132250000	-0.515648032121
4	132250000	132650000	-0.52150722873
4	132650000	133150000	-0.656037799885
4	133150000	134950000	-0.876304376026
4	134950000	136900000	-0.832843016102
4	136900000	137750000	-0.66342601691
4	137750000	138200000	-0.141335766414
4	138200000	138950000	-0.260428397918
4	138950000	139700000	-1.265860265017
4	139700000	140350000	-0.685726595391
4	140350000	140850000	-0.625692507839
4	140850000	141150000	-0.723493045465
4	141150000	142850000	-0.816575097776
4	142850000	143200000	-0.401482703174
4	143200000	143550000	-0.6503901449
4	143550000	144150000	-0.943857619835
4	144150000	145150000	-0.777050547677
4	145150000	145650000	-1.084451637011
4	145650000	146300000	-0.6576965318
4	146300000	147100000	-0.365618821176
4	147100000	147600000	-0.60329685699
4	147600000	147900000	-0.699218787542
4	147900000	148450000	-1.033958690134
4	148450000	149350000	0.048617997748
4	149350000	149950000	-0.268488229666
4	149950000	150300000	-1.053604135696
4	150300000	151100000	-0.925620219292
4	151100000	151650000	-0.911648126657
4	151650000	152400000	-0.356942210023
4	152400000	152750000	-0.88815953188
4	152750000	153100000	-0.334118795406
4	153100000	153750000	-0.362613556256
4	153750000	154550000	-0.67522749398
4	154550000	155400000	-0.531642232583
4	155400000	155950000	-0.859808775364
4	155950000	156450000	-0.690701878788
4	156450000	157200000	-0.312242122513
4	157200000	157950000	-0.623712819929
4	157950000	158250000	-0.877209388497
4	158250000	158650000	-0.771680134831
4	158650000	159450000	-0.854050921109
4	159450000	159950000	-1.207777150428
4	159950000	161250000	-0.082283701768
4	161250000	161600000	-0.56931161623
4	161600000	162150000	0.073708758788
4	162150000	162500000	-0.198307357476
4	162500000	163050000	-0.909645631658
4	163050000	163550000	-0.474318563581
4	163550000	164050000	-0.802673773982
4	164050000	164750000	0.263282160716
4	164750000	165100000	-0.951812242366
4	165100000	165500000	-0.922739505863
4	165500000	166100000	-1.0173392157
4	166100000	166600000	-0.646430006759
4	166600000	167000000	-0.254549931873
4	167000000	167300000	-0.146818008734
4	167300000	168150000	0.270560543943
4	168150000	168450000	-0.884059103261
4	168450000	168950000	-0.320940410453
4	168950000	169600000	-0.62028045327
4	169600000	170100000	-0.957933463623
4	170100000	172200000	-1.368922848294
4	172200000	173000000	-0.450789218822
4	173000000	173500000	-0.707017589007
4	173500000	174350000	-0.669152461924
4	174350000	174750000	-0.673406723829
4	174750000	175550000	-0.248425201772
4	175550000	175950000	-0.555311861948
4	175950000	176350000	-0.156270764885
4	176350000	177050000	-0.981638679561
4	177050000	177550000	-0.348995314789
4	177550000	178600000	-0.807624565882
4	178600000	179300000	-0.178163691056
4	179300000	180150000	-0.257269885591
4	180150000	180650000	0.308329705842
4	180650000	181550000	-0.39485261678
4	181550000	182450000	-0.648878461731
4	182450000	183450000	-0.236372511845
4	183450000	183850000	-0.755144696397
4	183850000	184250000	-0.118776156973
4	184250000	184700000	-0.606956866797
4	184700000	185150000	-0.233878705002
4	185150000	186200000	-0.313860754893
4	186200000	186650000	-0.801554859613
4	186650000	186950000	-0.235043732708
4	186950000	187600000	-0.318577005478
4	187600000	188000000	-0.30003961996
4	188000000	188450000	-0.083903663828
4	188450000	189200000	-0.552949087494
5	900000	1200000	0.109726492062
5	1200000	1650000	0.091293489874
5	1650000	2200000	-0.552223717148
5	2200000	2800000	-0.225661331671
5	2800000	3600000	0.014171133463
5	3600000	4300000	0.086810285457
5	4300000	4850000	-0.074985142868
5	4850000	5450000	-0.515879318406
5	5450000	6750000	-0.736072097369
5	6750000	7900000	-0.701524426242
5	7900000	8750000	-0.784121696886
5	8750000	9250000	0.057342425147
5	9250000	9550000	-0.157091886144
5	9550000	10250000	-0.160927256828
5	10250000	10700000	-0.901073602793
5	10700000	11250000	-0.449713025954
5	11250000	12050000	0.054703469296
5	12050000	13500000	-0.212785084774
5	13500000	13950000	-0.09946208263
5	13950000	14350000	-0.805877226105
5	14350000	14700000	-0.299790068385
5	14700000	15050000	-0.503264857491
5	15050000	16050000	-0.688192441201
5	16050000	16500000	-0.150729649074
5	16500000	17200000	-0.451620690063
5	17200000	18350000	-0.725203254533
5	18350000	18750000	-0.748231809574
5	18750000	19600000	-0.230782398117
5	19600000	21500000	-0.28634222183
5	21500000	22200000	-0.483066009135
5	22200000	22850000	-0.0954398371
5	22850000	23200000	-0.063348584201
5	23200000	23800000	-0.313065738165
5	23800000	24150000	-0.277135881744
5	24150000	24650000	-0.145358048284
5	24650000	25000000	-0.352631867433
5	25000000	25550000	-0.042904720085
5	25550000	28300000	-0.037690184413
5	28300000	28800000	-0.269035635635
5	28800000	30000000	-0.582829647357
5	30000000	30400000	-0.168292248065
5	30400000	31250000	-0.138006660085
5	31250000	32150000	-0.67515335356
5	32150000	32650000	-0.616282295223
5	32650000	33450000	-0.407240641383
5	33450000	34000000	-0.76111413241400006
5	34000000	34450000	-0.68667777715
5	34450000	34950000	-0.636313514394
5	34950000	35650000	-0.610466322033
5	35650000	36700000	-0.027479978862
5	36700000	37400000	-0.615068636348
5	37400000	38200000	-0.547535063255
5	38200000	38850000	-0.499438275384
5	38850000	39600000	-0.420183426382
5	39600000	40900000	-0.580083873441
5	40900000	41850000	-0.70611611726
5	41850000	42900000	-0.432410204108
5	42900000	43650000	-0.64823858001
5	43650000	44800000	-0.759504007239
5	44800000	46550000	-0.432115084138
5	46550000	50950000	-1.495866868854
5	50950000	51350000	-0.507822432749
5	51350000	51950000	0.083089844975
5	51950000	52650000	-0.23276687477
5	52650000	53450000	-0.735475135912
5	53450000	54250000	-0.187331569363
5	54250000	54900000	-0.59742381044
5	54900000	55150000	-0.331231517114
5	55150000	55700000	-0.64152477564
5	55700000	56250000	-0.383425205832
5	56250000	56850000	-0.625252099482
5	56850000	57300000	-0.427280428077
5	57300000	58450000	-0.707518003712
5	58450000	58850000	-0.555895233069
5	58850000	59200000	-0.357085480939
5	59200000	59800000	-0.289050403697
5	59800000	60650000	-0.597026101476
5	60650000	60950000	-0.366092422537
5	60950000	62400000	-0.467925096012
5	62400000	63400000	-0.777175742549
5	63400000	64050000	-0.127187596246
5	64050000	64800000	-0.272192520834
5	64800000	66150000	-0.408977124032
5	66150000	66800000	-0.732185210486
5	66800000	67250000	-0.525194238546
5	67250000	68250000	-0.516054436028
5	68250000	69050000	-0.649600033861
5	69050000	72300000	-0.766072741054
5	72300000	72900000	-0.443945367005
5	72900000	73550000	-0.452956883024
5	73550000	73850000	-0.431745848477
5	73850000	74650000	-0.406056848417
5	74650000	74950000	-0.60705095695
5	74950000	75300000	-0.254770821598
5	75300000	75700000	-0.299236083393
5	75700000	76300000	-0.411027099902
5	76300000	76800000	-0.319286733223
5	76800000	77050000	-0.206303732166
5	77050000	77500000	-0.186252352565
5	77500000	78300000	-0.313673306159
5	78300000	79500000	-0.460479031091
5	79500000	80100000	-0.175643632566
5	80100000	80400000	-0.217992299263
5	80400000	80700000	-0.114056346531
5	80700000	82300000	-0.397444011476
5	82300000	83700000	-0.805386570741
5	83700000	84250000	-0.790697877357
5	84250000	85050000	-0.230428663343
5	85050000	86300000	-0.141981994152
5	86300000	87000000	-5.8189164e-5
5	87000000	87400000	-0.502081926046
5	87400000	88150000	-0.712238978489
5	88150000	88700000	0.118327797169
5	88700000	90400000	-0.83890120892
5	90400000	90800000	-0.502059737697
5	90800000	91450000	-0.442247511995
5	91450000	92300000	-0.826729062351
5	92300000	92900000	-0.012198964615
5	92900000	93900000	-0.064826666448
5	93900000	94900000	-0.352502084454
5	94900000	95600000	-0.387921972085
5	95600000	96350000	-0.375953113993
5	96350000	97200000	-0.179580218983
5	97200000	98350000	-0.657841017444
5	98350000	98800000	0.014459159281
5	98800000	99100000	-0.682973833127
5	99100000	100450000	-0.822258062576
5	100450000	101400000	-0.2724525503
5	101400000	101650000	0.054827425982
5	101650000	102250000	-0.042825595438
5	102250000	102550000	-0.18207675878
5	102550000	103200000	-0.417177685856
5	103200000	103550000	-0.314788405857
5	103550000	104200000	-0.650915958988
5	104200000	106150000	-0.303515337031
5	106150000	106900000	-0.411462341182
5	106900000	107300000	-0.120680995082
5	107300000	107700000	-0.243442185481
5	107700000	108400000	-0.599134744876
5	108400000	109700000	-0.645163851871
5	109700000	110750000	-0.350405008377
5	110750000	111100000	-0.691846711503
5	111100000	111500000	-0.348346955126
5	111500000	112150000	-0.455668382067
5	112150000	112950000	-0.74719172745
5	112950000	113600000	-0.56506809409
5	113600000	114450000	-0.72963807785300006
5	114450000	115250000	-0.117142475158
5	115250000	115600000	-0.602492098065
5	115600000	116100000	-0.582184119046
5	116100000	116550000	-0.646882079258
5	116550000	117000000	-0.265611639953
5	117000000	117450000	-0.126685676074
5	117450000	118050000	-0.109250678537
5	118050000	118950000	0.133036173027
5	118950000	119450000	-0.732339165705
5	119450000	121950000	-0.662910392295
5	121950000	122500000	-0.720839309479
5	122500000	123650000	-0.360817776964
5	123650000	126300000	-0.787923637134
5	126300000	126600000	-0.507671276357
5	126600000	127550000	-0.639182909166
5	127550000	128200000	-0.68923546785
5	128200000	128850000	-0.467840309403
5	128850000	129150000	-0.271216942379
5	129150000	129850000	-0.055042331814
5	129850000	131150000	-0.345552473881
5	131150000	131450000	-0.537077342286
5	131450000	132050000	-0.599279446211
5	132050000	133050000	-0.462643334154
5	133050000	134000000	-0.778373604982
5	134000000	134850000	-0.792510126979
5	134850000	135400000	-0.338879118428
5	135400000	135850000	-0.492074971799
5	135850000	136250000	-0.181381007381
5	136250000	136800000	-0.388903748732
5	136800000	137600000	-0.163860228665
5	137600000	138150000	-0.331053471989
5	138150000	138550000	-0.381551455032
5	138550000	139300000	-0.54896951924
5	139300000	140200000	-0.630986213611
5	140200000	140750000	-0.209386052804
5	140750000	141100000	-0.658009950644
5	141100000	141600000	0.038981865246
5	141600000	142150000	-0.596400400925
5	142150000	142600000	-0.27641977064
5	142600000	142900000	-0.145889418547
5	142900000	144200000	-0.363186476212
5	144200000	144750000	-0.769856995653
5	144750000	145250000	0.140469203765
5	145250000	146100000	-0.038074693544
5	146100000	146500000	-0.491359047463
5	146500000	147600000	-0.791664002301
5	147600000	147850000	-0.468145311336
5	147850000	148450000	-0.298891010703
5	148450000	148750000	-0.094772042936
5	148750000	150000000	-0.452391026296
5	150000000	150450000	-0.215286592068
5	150450000	150800000	-0.594406408171
5	150800000	151000000	-0.367593050042
5	151000000	151800000	-0.203407098828
5	151800000	152550000	-0.650420639524
5	152550000	153450000	-0.590333356798
5	153450000	154000000	-0.097519460161
5	154000000	154650000	-0.656391938946
5	154650000	154950000	-0.482787100653
5	154950000	155600000	-0.840152044883
5	155600000	155950000	-0.017728445576
5	155950000	157150000	0.094737919652
5	157150000	157750000	-0.734435464698
5	157750000	158700000	-0.489927022438
5	158700000	159150000	0.096437938047
5	159150000	160000000	-0.716453859015
5	160000000	160400000	-0.472758085918
5	160400000	161850000	-0.775515379168
5	161850000	163450000	-0.089148719129
5	163450000	164000000	-0.965903987138
5	164000000	164500000	0.073860427169
5	164500000	165200000	-0.205970320702
5	165200000	166750000	0.12201763782
5	166750000	167600000	-0.190861759054
5	167600000	168250000	-0.440759823861
5	168250000	168650000	-0.351072544279
5	168650000	168950000	-0.315038947713
5	168950000	169600000	-0.153166231483
5	169600000	170650000	-0.422890096388
5	170650000	171400000	-0.307163953501
5	171400000	171900000	-0.567647279003
5	171900000	172400000	-0.171943162804
5	172400000	173000000	-0.390756852258
5	173000000	173300000	-0.10798747956
5	173300000	173600000	-0.162129502229
5	173600000	174000000	-0.247051552852
5	174000000	174350000	-0.247549772522
5	174350000	174950000	-0.302765628195
5	174950000	175500000	-0.353101546556
5	175500000	176000000	-0.328381516087
5	176000000	176600000	-0.455926104902
5	176600000	177100000	-0.257089355315
5	177100000	177550000	-0.114466928453
5	177550000	178250000	-0.618421015693
5	178250000	179550000	-0.527407215411
5	179550000	180100000	-0.561475236414
6	1600000	2750000	-0.769781810978
6	2750000	4000000	-0.550530076639
6	4000000	5000000	-0.647572377334
6	5000000	5450000	-0.33689070172
6	5450000	6550000	-0.417814261879
6	6550000	7250000	-0.845573598474
6	7250000	7650000	-0.50515396288
6	7650000	8100000	-0.221794319946
6	8100000	8950000	-0.794833041049
6	8950000	9550000	-0.018137983619
6	9550000	10450000	0.264175186549
6	10450000	10800000	-1.083355856336
6	10800000	11550000	-0.37081054045
6	11550000	12300000	-0.767709434335
6	12300000	12600000	-0.198477598191
6	12600000	12900000	-0.173458476979
6	12900000	13300000	-0.180972975898
6	13300000	14200000	-0.443411292512
6	14200000	14750000	-0.417060048283
6	14750000	15650000	0.141836493911
6	15650000	16200000	-0.83718687119
6	16200000	17100000	-0.785019709804
6	17100000	17600000	-0.640450113372
6	17600000	18250000	-0.355845888222
6	18250000	18550000	-0.438137302468
6	18550000	19000000	-0.55778536546
6	19000000	20100000	0.278948018147
6	20100000	20550000	-0.613076684916
6	20550000	20850000	-0.917686067876
6	20850000	21600000	-0.352629140298
6	21600000	22900000	-0.760032463906
6	22900000	23450000	-0.074792412024
6	23450000	24800000	0.151758818952
6	24800000	25150000	-0.001476651013
6	25150000	26000000	-0.360985712989
6	26000000	26600000	-1.073321633827
6	26600000	27150000	-0.77012246989
6	27150000	27800000	-1.119577840819
6	27800000	28400000	-0.617010222239
6	28400000	29000000	-0.409079006335
6	29000000	29650000	-0.898616435294
6	29650000	30200000	-0.815284790355
6	30200000	32200000	-0.635490062354
6	32200000	33300000	-0.701574401345
6	33300000	34650000	-0.358406850952
6	34650000	35250000	-0.216003432566
6	35250000	35500000	-0.395196713747
6	35500000	36100000	-0.642672387076
6	36100000	36400000	-0.32602935391
6	36400000	37250000	-0.415370327202
6	37250000	37700000	-0.694002432904
6	37700000	38050000	-0.397881448803
6	38050000	38700000	-0.382090657877
6	38700000	39350000	-0.456199622716
6	39350000	39950000	-0.984443100675
6	39950000	40300000	-0.541644012641
6	40300000	41050000	-0.180833907184
6	41050000	41350000	-0.766809602918
6	41350000	42550000	-0.514450559986
6	42550000	42900000	-0.362403983454
6	42900000	43600000	-0.751792896848
6	43600000	44100000	-0.527192890606
6	44100000	44450000	-0.463648314285
